id,name,flag
4051999188,noVxMiZWvFtmjhbRAEOqSuwQplLerkDIBGdPsfzCKgTcUaHYXJyN,True
3472631345,YrvbtwmPujqHylJVfnTexiZagCWKkSNdULIRhDXGQMBFOEspozcA,False
2149855536,JNzyLxOXcQAkMGUnvwbPSfKutFRgEBqZaolITYeWrsdCmDpiVjhH,True
119801985,kwnfSeLAuXDiaNYloPOyWKCZVRshcqzMmHvFdGEtBUjpgTbJQIxr,True
192827948,HDjBihTyYxnmaAkKrXfsQtWeLcCJNuZIFGzPobqwlMpVvESgROdU,False
238998520,YCZycmvpDMRHuBVPUXqNnbsOWkxljTFrEwzIidAfGoQJLhKSetga,False
4235609082,cEuQSYwTHlhOoRFPIbepZxtsqzGJKkWnjgDVLidXCvNByUrMaAmf,False
2437585366,tIHCdxhAEzLSnfJMcQUaluVGKOpPNRZwBYXosrFqbTDkjegmWivy,False
1473997591,RsAyfJcXCOEgrmodueDNipztPlGMnVTQUSxaKIFhZwkYvqHWLBbj,False
3221317158,zLvgXwJFxPsdYbtjuhIVRHTQDfOkNlEonmiyMcqKBCaSGrpWeAZU,True
4284810625,SWKLYiIrdFRlQAXpTNahvtyfJOCVuqZxGgDwkUnmHEsbjPzBMoec,True
1123388765,ymKETYNaUBijJgVhtfsbqkxoweACGSdXZvFRQcplHzWInMLDrPOu,False
2259538028,DPHajFstSXeQTOgxMAucbBRypnZGIVohmJrKvYWdiwfCkLNUzlEq,False
1413430235,soMEYhyXRuadrHGTxQfwPLCNUkiVJOAzjFDZbgmlKcnpeIBvqWtS,False
2416805501,lThMNdVxvWsKypimzkOLuREXwbctDaeYGSZrIqFnUjQfCBHPgJoA,True
2071258892,SglMVWXDqeojAvfBNazrCEQhZHpJwLIkbYmGFUsdtTPiROxnKycu,False
4208199473,zetjrTmiMkZKhHNOWxVgEswqcpARoudfSQBaDPUnCbYJFvGXlLyI,True
3173282683,rwQoKCxyMJzPRbvTphdugZfVADINGcisFBelqjXLWEktHSnUYmOa,True
3278083682,FWVkLeCRpXHDsUqnEwSxydhbPNcAiBumztKlGfYOQMTaIjZgovJr,False
3280627314,adYHioJjCrXuBbpzAOFMwDsLcKUfNvVIPTQyeGhExnmkgqRWZSlt,True
2192648050,zpnqbhHxQEaBSfVoFItPDlCOsTmgYwLjJdMKGUuiXWRANrcvkZye,True
4284656806,lhkpzfXPEyKBAYbqdrouORWUCevFNGmDiHaSZJnwQxgjcLVIMTst,False
1529316774,MTLICShvpRrcmjKuUxlefgwzHGqFkNYAtZQbBDdViOnPoEWXJasy,False
2415330565,EuWZafJMdwlKspBXQDmvqyrzoinNkgYOFctTVGUxILjPeHARSChb,False
788456308,LDnpXHIVjRQWbNTOmqFeihfwKSyCEUPodYlJxuagZkABzMctvsrG,True
1935254350,tMPNzYmDRZoWiBfGAxlvjhXFgyJLqeIVraECkSQHKdswcTnOUpbu,True
3084172857,skaPZmNSDtwYEzJURqXKBohgQjWGriAVHTCeLdOfyxbcuFpvnMlI,False
1200053740,vNKfgnEuFswSlrzjIeQdVDahGJyYTCBLZcmMUHPWpOoXkARbiqtx,True
4230564233,kbAQgBSDZWIHyaLUrdhczFCnteGmVqsNPvKTupfRoElMXxwOYjiJ,True
3752251132,wrcIKAahdYMnlNkFEvqtuBizTCyDfGXHsmJLZjOPWepbVxQSRgUo,True
2370107459,CwVSNWkQBjZPUrlphmOGXDfcRtATxngsaKyMqbizoHvLeJFudIEY,True
1173970950,VdpzxrRkMYJXlWZgTAhoOmDCLqBwQKyUEuSNIFfaibtcGneHvsjP,True
2643680370,noQvbeGKdTDqfjwEVUhkPBFNscYuiRIXAgzSOmHprxtlaZyCJMLW,True
1903342633,agQqFTMUVytXcZiezEPNHlsOuWhwfDYAnBxJGIRmrSCbvopjdLKk,False
108393219,ePXGsAbYtRMzBTJLwOhWSjCFDNkipgaHndUlcVomqxvIyQKEZufr,False
215295812,yEfsNTDqPRSpcgxjLBoVKmlXrYUzAktFvnWeChJiMbIZawOuGHQd,False
1337562260,kPElQtYJuzbaAxDfRFGNpMTcLBgnhUqreXHvoijwmsVKOWydZICS,True
824960834,gcaESLRiknxhtsmGZWMrUAObzYFXTfHdCDowvpeKQjIuPyVJlqBN,False
3946425459,oszryLmfhgGBENZRtkpQcCHJOXKinxqVPMjlAwTYdDFbUvIuSWae,False
2111129718,xdWFDQIlXfNGvkuEyKPmZptsRwTchCqYMgaJVBizbOUjnASrLeHo,False
2253151771,SgZiXJLxuQrcABVElGPejzaOIbRWqtHnFCwTMfvhmkKdYNoyDpsU,False
1656895738,XhbdgMEfipJZtoLBexGAmlknUuOPaFWCcRvINjyrYSKVHqTQwzDs,False
2859862312,kxVElpgZWjartdcPDUmvGKJYMibhSqHIuQAfszCXBTOowyRenLFN,True
